antecedents,consequents,support,confidence,lift
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting","Damaged,Impact_Events,Humidity_Level_Low",0.01,0.6666666666666667,12.121212121212123
"Packaging_Type_Encoded,Dropped,Impact_Events,Fill_Level_Overfilled","Damaged,Stacking_nan",0.01,0.6666666666666667,12.121212121212123
"Packaging_Type_Encoded,Dropped,Fill_Level_Overfilled","Damaged,Stacking_nan",0.01,0.6666666666666667,12.121212121212123
"Fragile_Label,Stacking_High,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.01,0.6666666666666667,12.121212121212123
"Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Stacking_High,Damaged",0.01,0.39999999999999997,11.428571428571427
"Stacking_Moderate,Humidity_Level_High,Fragile_Label","Damaged,Fill_Level_Overfilled",0.01,0.39999999999999997,11.428571428571427
"Stacking_Moderate,Handling_Stage_Sorting,Humidity_Level_High","Damaged,Fill_Level_Overfilled",0.01,0.39999999999999997,11.428571428571427
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Stacking_High,Damaged",0.01,0.39999999999999997,11.428571428571427
"Fragile_Label,Handling_Stage_Conveyor,Impact_Events","Stacking_Moderate,Packaging_Type_Encoded,Damaged",0.01,0.39999999999999997,11.428571428571427
"Handling_Stage_Conveyor,Dropped","Damaged,Fill_Level_Overfilled",0.01,0.39999999999999997,11.428571428571427
"Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Fill_Level_Underfilled,Damaged",0.01,0.33333333333333337,11.111111111111112
"Stacking_High,Dropped","Fill_Level_Proper,Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.33333333333333337,11.111111111111112
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting,Impact_Events","Fragile_Label,Fill_Level_Underfilled,Damaged",0.01,0.33333333333333337,11.111111111111112
"Stacking_nan,Handling_Stage_Conveyor,Fill_Level_Overfilled","Dropped,Damaged",0.01,0.6666666666666667,11.111111111111112
"Stacking_High,Dropped","Humidity_Level_Low,Damaged,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled",0.01,0.33333333333333337,11.111111111111112
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Fill_Level_Underfilled,Damaged",0.01,0.33333333333333337,11.111111111111112
"Packaging_Type_Encoded,Stacking_High,Dropped,Fill_Level_Proper","Humidity_Level_Medium,Damaged,Impact_Events",0.01,0.6666666666666667,11.111111111111112
"Packaging_Type_Encoded,Dropped,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Damaged,Impact_Events",0.01,0.6666666666666667,11.111111111111112
"Fill_Level_Proper,Stacking_High,Dropped","Humidity_Level_Medium,Damaged,Impact_Events",0.01,0.6666666666666667,11.111111111111112
"Fragile_Label,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High,Damaged",0.01,0.33333333333333337,11.111111111111112
"Stacking_High,Handling_Stage_Sorting,Impact_Events","Fragile_Label,Fill_Level_Underfilled,Damaged",0.01,0.33333333333333337,11.111111111111112
"Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Fill_Level_Underfilled,Damaged,Impact_Events",0.01,0.33333333333333337,11.111111111111112
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Fill_Level_Underfilled,Damaged,Impact_Events",0.01,0.33333333333333337,11.111111111111112
"Fragile_Label,Humidity_Level_Low,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High,Damaged",0.01,0.33333333333333337,11.111111111111112
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting","Stacking_High,Damaged,Humidity_Level_Low",0.01,0.5,11.11111111111111
"Humidity_Level_Medium,Stacking_High,Dropped","Fill_Level_Proper,Packaging_Type_Encoded,Damaged",0.01,0.5,11.11111111111111
"Humidity_Level_Medium,Dropped,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged,Stacking_nan",0.01,0.5,11.11111111111111
"Humidity_Level_Medium,Fill_Level_Underfilled,Packaging_Type_Encoded,Stacking_nan","Damaged,Handling_Stage_Sorting,Impact_Events",0.01,0.5,11.11111111111111
"Humidity_Level_Medium,Stacking_High,Dropped","Fill_Level_Proper,Damaged,Impact_Events",0.01,0.5,11.11111111111111
"Fragile_Label,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting","Stacking_High,Damaged,Humidity_Level_Low",0.01,0.5,11.11111111111111
"Packaging_Type_Encoded,Humidity_Level_Medium,Stacking_High,Dropped","Fill_Level_Proper,Damaged,Impact_Events",0.01,0.5,11.11111111111111
"Humidity_Level_Medium,Stacking_High,Dropped,Impact_Events","Fill_Level_Proper,Packaging_Type_Encoded,Damaged",0.01,0.5,11.11111111111111
"Humidity_Level_Medium,Fill_Level_Underfilled,Stacking_nan","Damaged,Handling_Stage_Sorting,Impact_Events",0.01,0.5,11.11111111111111
"Humidity_Level_Medium,Dropped,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Damaged,Stacking_nan",0.01,0.5,11.11111111111111
"Fragile_Label,Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting","Stacking_High,Damaged,Humidity_Level_Low",0.01,0.5,11.11111111111111
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Impact_Events","Stacking_High,Damaged,Humidity_Level_Low",0.01,0.5,11.11111111111111
"Fragile_Label,Humidity_Level_High,Impact_Events","Stacking_Moderate,Damaged",0.015,0.4285714285714285,10.714285714285712
"Fragile_Label,Fill_Level_Underfilled,Stacking_High","Packaging_Type_Encoded,Damaged,Impact_Events,Humidity_Level_Low",0.015,0.4285714285714285,10.714285714285712
"Dropped,Handling_Stage_Sorting","Stacking_nan,Damaged,Impact_Events",0.015,0.4285714285714285,10.714285714285712
"Handling_Stage_Sorting,Humidity_Level_High,Impact_Events","Stacking_Moderate,Damaged",0.015,0.4285714285714285,10.714285714285712
"Humidity_Level_Low,Stacking_High,Dropped,Packaging_Type_Encoded,Impact_Events","Fill_Level_Underfilled,Damaged",0.01,1.0,10.526315789473685
"Packaging_Type_Encoded,Stacking_High,Dropped,Humidity_Level_Low","Fill_Level_Underfilled,Damaged",0.01,1.0,10.526315789473685
"Stacking_High,Dropped,Humidity_Level_Low","Fill_Level_Underfilled,Damaged",0.01,1.0,10.526315789473685
"Stacking_High,Dropped,Impact_Events,Humidity_Level_Low","Fill_Level_Underfilled,Damaged",0.01,1.0,10.526315789473685
"Fragile_Label,Fill_Level_Underfilled,Stacking_High","Damaged,Impact_Events,Humidity_Level_Low",0.02,0.5714285714285714,10.38961038961039
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Stacking_High,Damaged",0.01,0.6666666666666667,10.256410256410257
"Stacking_High,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Fragile_Label,Damaged",0.01,0.6666666666666667,10.256410256410257
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Damaged",0.01,0.6666666666666667,10.256410256410257
"Stacking_Moderate,Humidity_Level_High,Fill_Level_Overfilled","Fragile_Label,Damaged",0.01,0.6666666666666667,10.256410256410257
"Fragile_Label,Stacking_High,Handling_Stage_Sorting","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,10.256410256410257
"Fragile_Label,Impact_Events,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Stacking_High,Damaged",0.01,0.6666666666666667,10.256410256410257
"Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting","Fragile_Label,Damaged",0.01,0.6666666666666667,10.256410256410257
"Fragile_Label,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.6666666666666667,10.256410256410257
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting","Fragile_Label,Damaged",0.01,0.6666666666666667,10.256410256410257
"Dropped,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Damaged,Impact_Events",0.015,0.6,10.0
"Fill_Level_Underfilled,Impact_Events,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Packaging_Type_Encoded,Damaged",0.01,0.5,10.0
"Humidity_Level_Medium,Fill_Level_Underfilled,Stacking_nan","Damaged,Handling_Stage_Sorting",0.01,0.5,10.0
"Stacking_Moderate,Handling_Stage_Sorting,Fragile_Label","Damaged,Humidity_Level_High",0.01,0.5,10.0
"Humidity_Level_Medium,Fill_Level_Underfilled,Packaging_Type_Encoded,Stacking_nan","Damaged,Handling_Stage_Sorting",0.01,0.5,10.0
"Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Packaging_Type_Encoded,Damaged",0.01,0.5,10.0
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Stacking_High,Damaged,Impact_Events",0.01,0.5,10.0
"Packaging_Type_Encoded,Fragile_Label,Handling_Stage_Conveyor","Stacking_Moderate,Damaged",0.01,0.39999999999999997,9.999999999999998
"Dropped,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.39999999999999997,9.999999999999998
"Impact_Events,Humidity_Level_High,Fill_Level_Overfilled","Stacking_Moderate,Damaged",0.01,0.39999999999999997,9.999999999999998
"Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.39999999999999997,9.999999999999998
"Fragile_Label,Handling_Stage_Conveyor,Impact_Events","Stacking_Moderate,Damaged",0.01,0.39999999999999997,9.999999999999998
"Dropped,Handling_Stage_Transport","Damaged,Humidity_Level_Low",0.01,0.6666666666666667,9.523809523809524
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Impact_Events,Handling_Stage_Sorting","Damaged,Humidity_Level_Low",0.01,0.6666666666666667,9.523809523809524
"Packaging_Type_Encoded,Stacking_High,Dropped,Impact_Events","Humidity_Level_Medium,Damaged,Fill_Level_Proper",0.01,0.33333333333333337,9.523809523809524
"Dropped,Packaging_Type_Encoded,Impact_Events,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Damaged",0.01,0.6666666666666667,9.523809523809524
"Stacking_High,Dropped","Humidity_Level_Medium,Damaged,Fill_Level_Proper",0.01,0.33333333333333337,9.523809523809524
"Fill_Level_Proper,Stacking_High,Dropped","Humidity_Level_Medium,Damaged",0.01,0.6666666666666667,9.523809523809524
"Fragile_Label,Stacking_High,Handling_Stage_Sorting","Damaged,Humidity_Level_Low",0.01,0.6666666666666667,9.523809523809524
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Humidity_Level_Low","Packaging_Type_Encoded,Damaged,Handling_Stage_Sorting,Impact_Events",0.01,0.33333333333333337,9.523809523809524
"Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan,Impact_Events","Humidity_Level_Medium,Damaged",0.01,0.6666666666666667,9.523809523809524
"Stacking_High,Dropped,Packaging_Type_Encoded,Impact_Events,Fill_Level_Proper","Humidity_Level_Medium,Damaged",0.01,0.6666666666666667,9.523809523809524
"Fragile_Label,Stacking_High,Handling_Stage_Sorting,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.6666666666666667,9.523809523809524
"Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Damaged",0.01,0.6666666666666667,9.523809523809524
"Packaging_Type_Encoded,Dropped,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Damaged",0.01,0.6666666666666667,9.523809523809524
"Handling_Stage_Conveyor,Fill_Level_Overfilled","Dropped,Damaged,Stacking_nan",0.01,0.33333333333333337,9.523809523809524
"Impact_Events,Handling_Stage_Sorting,Fill_Level_Overfilled","Stacking_Moderate,Damaged,Humidity_Level_High",0.01,0.33333333333333337,9.523809523809524
"Fragile_Label,Dropped","Damaged,Fill_Level_Overfilled",0.01,0.33333333333333337,9.523809523809524
"Fill_Level_Proper,Stacking_High,Dropped,Impact_Events","Humidity_Level_Medium,Damaged",0.01,0.6666666666666667,9.523809523809524
"Stacking_High,Dropped,Impact_Events","Humidity_Level_Medium,Damaged,Fill_Level_Proper",0.01,0.33333333333333337,9.523809523809524
"Packaging_Type_Encoded,Stacking_High,Dropped,Fill_Level_Proper","Humidity_Level_Medium,Damaged",0.01,0.6666666666666667,9.523809523809524
"Packaging_Type_Encoded,Fragile_Label,Stacking_High,Handling_Stage_Sorting","Damaged,Humidity_Level_Low",0.01,0.6666666666666667,9.523809523809524
"Packaging_Type_Encoded,Stacking_High,Dropped","Humidity_Level_Medium,Damaged,Fill_Level_Proper",0.01,0.33333333333333337,9.523809523809524
"Stacking_High,Handling_Stage_Sorting","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.015,0.375,9.375
"Fragile_Label,Packaging_Type_Encoded,Humidity_Level_High","Stacking_Moderate,Damaged",0.015,0.375,9.375
"Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Stacking_High,Damaged",0.015,0.6,9.23076923076923
"Fragile_Label,Stacking_High,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,1.0,9.090909090909092
"Packaging_Type_Encoded,Dropped,Handling_Stage_Sorting,Impact_Events","Damaged,Stacking_nan",0.01,0.5,9.090909090909092
"Fragile_Label,Humidity_Level_High","Stacking_Moderate,Damaged",0.02,0.36363636363636365,9.090909090909092
"Fragile_Label,Stacking_High,Handling_Stage_Loading","Damaged,Impact_Events,Humidity_Level_Low",0.01,0.5,9.090909090909092
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.01,0.5,9.090909090909092
"Packaging_Type_Encoded,Fragile_Label,Fill_Level_Underfilled,Stacking_High","Damaged,Impact_Events,Humidity_Level_Low",0.015,0.5,9.090909090909092
"Fragile_Label,Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting","Damaged,Impact_Events,Humidity_Level_Low",0.01,0.5,9.090909090909092
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.01,0.5,9.090909090909092
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Loading","Damaged,Impact_Events,Humidity_Level_Low",0.01,0.5,9.090909090909092
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,1.0,9.090909090909092
"Humidity_Level_Medium,Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,1.0,9.090909090909092
"Stacking_High,Dropped,Humidity_Level_Low","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,1.0,9.090909090909092
"Packaging_Type_Encoded,Dropped,Handling_Stage_Sorting","Damaged,Stacking_nan",0.01,0.5,9.090909090909092
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting","Damaged,Impact_Events,Humidity_Level_Low",0.01,0.5,9.090909090909092
"Fill_Level_Underfilled,Stacking_High,Dropped,Humidity_Level_Low","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,1.0,9.090909090909092
"Fill_Level_Underfilled,Stacking_High,Dropped","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,1.0,9.090909090909092
"Fill_Level_Underfilled,Packaging_Type_Encoded,Dropped,Impact_Events","Stacking_High,Damaged,Humidity_Level_Low",0.01,0.39999999999999997,8.88888888888889
"Fill_Level_Underfilled,Dropped,Impact_Events","Stacking_High,Damaged,Humidity_Level_Low",0.01,0.39999999999999997,8.88888888888889
"Stacking_Moderate,Humidity_Level_High,Fragile_Label","Damaged,Handling_Stage_Sorting,Impact_Events",0.01,0.39999999999999997,8.88888888888889
"Humidity_Level_Medium,Packaging_Type_Encoded,Dropped,Stacking_nan","Damaged,Handling_Stage_Sorting,Impact_Events",0.01,0.39999999999999997,8.88888888888889
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled","Damaged,Handling_Stage_Sorting,Impact_Events",0.01,0.39999999999999997,8.88888888888889
"Stacking_nan,Dropped,Handling_Stage_Sorting,Impact_Events","Humidity_Level_Medium,Damaged",0.015,0.6,8.571428571428571
"Dropped,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Damaged",0.015,0.6,8.571428571428571
"Humidity_Level_Medium,Handling_Stage_Sorting,Impact_Events","Damaged,Dropped,Stacking_nan",0.015,0.3,8.571428571428571
"Fill_Level_Underfilled,Handling_Stage_Sorting,Impact_Events","Fragile_Label,Packaging_Type_Encoded,Damaged",0.015,0.4285714285714285,8.57142857142857
"Fragile_Label,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Stacking_High,Damaged,Impact_Events",0.01,0.33333333333333337,8.333333333333334
"Fragile_Label,Stacking_High,Handling_Stage_Sorting","Fill_Level_Underfilled,Damaged,Impact_Events",0.01,0.6666666666666667,8.333333333333334
"Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.33333333333333337,8.333333333333334
"Fragile_Label,Packaging_Type_Encoded,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Stacking_High,Damaged,Impact_Events",0.01,0.33333333333333337,8.333333333333334
"Fragile_Label,Handling_Stage_Loading","Stacking_High,Damaged,Impact_Events,Humidity_Level_Low",0.01,0.33333333333333337,8.333333333333334
"Stacking_High,Dropped","Humidity_Level_Medium,Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.33333333333333337,8.333333333333334
"Fragile_Label,Stacking_High,Impact_Events,Humidity_Level_Low,Fill_Level_Underfilled","Packaging_Type_Encoded,Damaged,Handling_Stage_Sorting",0.01,0.33333333333333337,8.333333333333334
"Fragile_Label,Stacking_High,Impact_Events,Humidity_Level_Low,Handling_Stage_Sorting","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,8.333333333333334
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Humidity_Level_Low,Handling_Stage_Sorting","Fill_Level_Underfilled,Damaged,Impact_Events",0.01,0.6666666666666667,8.333333333333334
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Humidity_Level_Low","Packaging_Type_Encoded,Damaged,Handling_Stage_Sorting",0.01,0.33333333333333337,8.333333333333334
"Packaging_Type_Encoded,Dropped,Handling_Stage_Sorting","Humidity_Level_Medium,Damaged,Impact_Events",0.01,0.5,8.333333333333334
"Fragile_Label,Packaging_Type_Encoded,Humidity_Level_High,Impact_Events","Stacking_Moderate,Damaged",0.01,0.33333333333333337,8.333333333333334
"Impact_Events,Handling_Stage_Sorting,Fill_Level_Overfilled","Stacking_Moderate,Damaged",0.01,0.33333333333333337,8.333333333333334
"Stacking_High,Dropped","Packaging_Type_Encoded,Damaged,Impact_Events,Humidity_Level_Low",0.01,0.33333333333333337,8.333333333333334
"Fragile_Label,Humidity_Level_High,Fill_Level_Overfilled","Damaged,Dropped",0.01,0.5,8.333333333333334
"Fragile_Label,Stacking_High,Handling_Stage_Sorting","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,8.333333333333334
"Stacking_High,Dropped","Fill_Level_Underfilled,Damaged,Impact_Events,Humidity_Level_Low",0.01,0.33333333333333337,8.333333333333334
"Fragile_Label,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Damaged,Impact_Events",0.01,0.6666666666666667,8.333333333333334
"Packaging_Type_Encoded,Stacking_High,Dropped","Fill_Level_Underfilled,Damaged,Impact_Events,Humidity_Level_Low",0.01,0.33333333333333337,8.333333333333334
"Humidity_Level_Medium,Stacking_High,Dropped,Packaging_Type_Encoded,Impact_Events","Fill_Level_Proper,Damaged",0.01,0.5,8.333333333333334
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Stacking_High,Damaged,Impact_Events",0.01,0.6666666666666667,8.333333333333334
"Stacking_High,Dropped,Impact_Events","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,8.333333333333334
"Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Damaged,Impact_Events",0.01,0.5,8.333333333333334
"Humidity_Level_Medium,Stacking_High,Dropped","Fill_Level_Proper,Damaged",0.01,0.5,8.333333333333334
"Stacking_High,Handling_Stage_Sorting,Impact_Events","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,8.333333333333334
"Humidity_Level_Medium,Stacking_High,Handling_Stage_Transport","Fill_Level_Proper,Damaged",0.015,0.5,8.333333333333334
"Stacking_High,Dropped","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.01,0.33333333333333337,8.333333333333334
"Packaging_Type_Encoded,Humidity_Level_Medium,Stacking_High,Handling_Stage_Transport","Fill_Level_Proper,Damaged",0.01,0.5,8.333333333333334
"Humidity_Level_Medium,Stacking_High,Dropped,Impact_Events","Fill_Level_Proper,Damaged",0.01,0.5,8.333333333333334
"Packaging_Type_Encoded,Humidity_Level_Medium,Stacking_High,Dropped","Fill_Level_Proper,Damaged",0.01,0.5,8.333333333333334
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Damaged,Impact_Events",0.01,0.5,8.333333333333334
"Fragile_Label,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,8.333333333333334
"Packaging_Type_Encoded,Fragile_Label,Stacking_High,Handling_Stage_Sorting","Fill_Level_Underfilled,Damaged,Impact_Events",0.01,0.6666666666666667,8.333333333333334
"Humidity_Level_Medium,Stacking_High,Handling_Stage_Transport,Impact_Events","Fill_Level_Proper,Damaged",0.01,0.5,8.333333333333334
"Fragile_Label,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Stacking_High,Damaged,Impact_Events",0.01,0.6666666666666667,8.333333333333334
"Fragile_Label,Stacking_High,Handling_Stage_Sorting,Impact_Events","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,8.333333333333334
"Humidity_Level_High,Fill_Level_Overfilled","Stacking_Moderate,Damaged",0.015,0.3333333333333333,8.333333333333332
"Fragile_Label,Fill_Level_Underfilled,Stacking_High","Damaged,Humidity_Level_Low",0.02,0.5714285714285714,8.163265306122447
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Impact_Events","Damaged,Humidity_Level_Low",0.02,0.5714285714285714,8.163265306122447
"Stacking_Moderate,Handling_Stage_Sorting,Humidity_Level_High","Fragile_Label,Damaged,Impact_Events",0.01,0.39999999999999997,7.999999999999999
"Stacking_High,Impact_Events,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Packaging_Type_Encoded,Damaged",0.01,0.39999999999999997,7.999999999999999
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled","Damaged,Handling_Stage_Sorting",0.01,0.39999999999999997,7.999999999999999
"Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Packaging_Type_Encoded,Damaged",0.01,0.39999999999999997,7.999999999999999
"Stacking_Moderate,Humidity_Level_High,Fragile_Label","Damaged,Handling_Stage_Sorting",0.01,0.39999999999999997,7.999999999999999
"Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Damaged,Impact_Events",0.01,0.39999999999999997,7.999999999999999
"Stacking_nan,Dropped,Handling_Stage_Sorting,Impact_Events","Humidity_Level_Medium,Packaging_Type_Encoded,Damaged",0.01,0.39999999999999997,7.999999999999999
"Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Stacking_High,Damaged,Impact_Events",0.01,0.39999999999999997,7.999999999999999
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Impact_Events,Humidity_Level_Low,Fill_Level_Underfilled","Damaged,Handling_Stage_Sorting",0.01,0.39999999999999997,7.999999999999999
"Humidity_Level_Medium,Packaging_Type_Encoded,Dropped,Stacking_nan","Damaged,Handling_Stage_Sorting",0.01,0.39999999999999997,7.999999999999999
"Humidity_Level_Medium,Dropped,Packaging_Type_Encoded,Impact_Events,Stacking_nan","Damaged,Handling_Stage_Sorting",0.01,0.39999999999999997,7.999999999999999
"Impact_Events,Humidity_Level_High,Fill_Level_Overfilled","Damaged,Handling_Stage_Sorting",0.01,0.39999999999999997,7.999999999999999
"Stacking_Moderate,Packaging_Type_Encoded,Fill_Level_Overfilled","Damaged,Humidity_Level_High",0.01,0.39999999999999997,7.999999999999999
"Dropped,Handling_Stage_Sorting,Stacking_nan","Humidity_Level_Medium,Packaging_Type_Encoded,Damaged",0.01,0.39999999999999997,7.999999999999999
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Damaged,Impact_Events",0.01,0.39999999999999997,7.999999999999999
"Fill_Level_Underfilled,Dropped","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.015,0.4285714285714285,7.79220779220779
"Fragile_Label,Fill_Level_Underfilled,Stacking_High","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.015,0.4285714285714285,7.79220779220779
"Dropped,Fill_Level_Overfilled","Damaged,Stacking_nan",0.015,0.4285714285714285,7.79220779220779
"Dropped,Handling_Stage_Sorting","Damaged,Stacking_nan",0.015,0.4285714285714285,7.79220779220779
"Dropped,Handling_Stage_Sorting,Impact_Events","Damaged,Stacking_nan",0.015,0.4285714285714285,7.79220779220779
"Humidity_Level_Medium,Packaging_Type_Encoded,Handling_Stage_Sorting,Impact_Events","Damaged,Stacking_nan",0.015,0.4285714285714285,7.79220779220779
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Impact_Events","Packaging_Type_Encoded,Damaged,Humidity_Level_Low",0.015,0.4285714285714285,7.79220779220779
"Humidity_Level_Medium,Handling_Stage_Sorting","Stacking_nan,Damaged,Impact_Events",0.02,0.3076923076923077,7.6923076923076925
"Humidity_Level_Low,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting","Fragile_Label,Damaged",0.01,0.5,7.692307692307692
"Fill_Level_Underfilled,Impact_Events,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Stacking_High,Damaged",0.01,0.5,7.692307692307692
"Dropped,Humidity_Level_High","Fragile_Label,Damaged",0.01,0.5,7.692307692307692
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Stacking_High,Damaged",0.01,0.5,7.692307692307692
